id,name,price,city,state,zip_code
mSMZJj2pFvttWLpcDmgrEA,Tony's Pizza Napoletana,$$,San Francisco,CA,94133
8dUaybEPHsZMgr1iKgqgMQ,Sotto Mare,$$,San Francisco,CA,94133
jqEpBbf_qNfWuz_GBkwCjw,Scoma's Restaurant,$$$,San Francisco,CA,94133
uBaXDGwJPUkOSLWxS2vZ9Q,Lazy Bear,$$$$,San Francisco,CA,94110
4KfQnlcSu4bbTqnvGdGptw,Beretta,$$,San Francisco,CA,94110
ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,$$$,San Francisco,CA,94111
n6L5VIGunR51-D55C-eYeQ,Foreign Cinema,$$$,San Francisco,CA,94110
L5vSeC_sa3TUQW_lticqyA,Chapeau,$$$,San Francisco,CA,94118
cbkbw0-QUwRZWV49JpDCWA,Wildseed,$$,San Francisco,CA,94123
lJAGnYzku5zSaLnQ_T6_GQ,Brenda's French Soul Food,$$,San Francisco,CA,94102
i09UMzccKgyLwGYKDVP28w,Surisan,$$,San Francisco,CA,94133
J7_-faNq_Ag9qTOlDn81Pw,Starbelly,$$,San Francisco,CA,94114
wEpiKz--Z2b1q_FSCCNiow,Lolinda,$$$,San Francisco,CA,94110
CYttYTEiQuhSfo3SEh79fA,Shizen Vegan Sushi Bar & Izakaya,$$$,San Francisco,CA,94103
QZQGRJZ4bZCmNoXjs3z1XQ,State Bird Provisions,$$$,San Francisco,CA,94115
B09WOy0W83Od-Xw4xEXxog,Roma Antica,$$,San Francisco,CA,94123
HECB3khkUffaD2zWCngLuw,El Techo,$$,San Francisco,CA,94110
PTFxtXS47ZVRCdZIrEWvGw,Golden Boy Pizza,$,San Francisco,CA,94133
gqVl3RprESEqkIPeJH0yOg,Zazie,$$,San Francisco,CA,94117
8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,$$,San Francisco,CA,94110
dTWMVRcMVC4zynbFQC7A2A,Seven Hills,$$$,San Francisco,CA,94109
kqk5BoCJU59MC9fH0IB4wQ,Kin Khao,$$$,San Francisco,CA,94102
r7RwvYMwxDuK3u26fHbYDA,Limón,$$,San Francisco,CA,94110
jcFf2ZnJYL0nWCdIpqiA-g,Trestle ,$$$,San Francisco,CA,94133
M0JTO3oyu6gxh1mfFjU-dA,San Tung,$$,San Francisco,CA,94122
xv8dq_jBNfQkHeX2wJGlAg,Coqueta,$$$,San Francisco,CA,94111
5PGFsnFhDlpYVDI3TRNH6w,Dancing Yak,$$,San Francisco,CA,94103
1hMD7RQogPDWpE-p3LKjXA,Loló,$$,San Francisco,CA,94110
_EncdQezAzcShATMFXL0dA,Tropisueño,$$,San Francisco,CA,94103
W97siDhQbWIVa0MEpcq9iA,Bistro Central Parc,$$,San Francisco,CA,94117
ZDvIMjJ-7I0561ckM4pAeA,Anchor Oyster Bar,$$,San Francisco,CA,94114
fPYCsVL3s0vM13jJeOWAig,Urban Putt,$$,San Francisco,CA,94110
eYXwVR4mMAjzkJnm5wneHQ,Burma Superstar,$$,San Francisco,CA,94118
dY0Mc_PHH6nLENvWmVtwxQ,Daeho Kalbijjim & Beef Soup,$$$,San Francisco,CA,94115
_D1Ev_zTZs5ijHkleK6C2w,Hillstone,$$$,San Francisco,CA,94111
UTVDbZv-qiHU06sDkoel3g,Chez Maman East,$$,San Francisco,CA,94107
XQLmEdXoMzOpffwoFaBtaQ,Kitchen Story,$$,San Francisco,CA,94114
Xdx2_n3nk9Td_aSe7E5ARQ,Rich Table,$$$,San Francisco,CA,94102
wxzx3duu1c0CcomzEOvfOQ,The Front Porch,$$,San Francisco,CA,94110
wGl_DyNxSv8KUtYgiuLhmA,Bi-Rite Creamery,$$,San Francisco,CA,94110
VPXezwmTETrwitrzj9BZPA,Dumpling Time,$$,San Francisco,CA,94103
K5ESVCjtXfESvoQSCQhiRw,Turner's Seafood - Salem,$$,Salem,MA,01970
OZyxZN4b28N-2Nezv8aaOQ,Mercy Tavern,$$,Salem,MA,01970
NXHW9lTvBYNuf-mWsu8eTg,Finz Seafood & Grill,$$,Salem,MA,01970
ulUnZmW8lg9_7xV-w-T3yg,Sea Level Oyster Bar,$$,Salem,MA,01970
2U4Egl45KNui0Xwn0pgLWg,Settler,,Salem,MA,01970
H61GvE_VbTXtQbEgTPLchg,Howling Wolf Taqueria,$$,Salem,MA,01970
Y8_EtDceOKuwya1JDeJGjA,Ledger Restaurant & Bar,$$$,Salem,MA,01970
PDe3P0UXCi0zg3rMfJRuXw,Adriatic Restaurant & Bar,$$,Salem,MA,01970
L4ieX0R063RCfgMF2A5IUw,Blue Fez,$$,Salem,MA,01970
Vi7Qih_iAjq2BeVqdF_VFQ,The Tavern,$$,Salem,MA,01970
8n3O615TFxB38SHVriGJcg,Longboards Restaurant & Bar,$$,Salem,MA,01970
R_S9IPHQUFoiSWLK2Z4CAQ,Bit Bar Salem,$$,Salem,MA,01970
wVlxPWwFL-MrzCXim-UfWg,Bambolina Restaurant,$$,Salem,MA,01970
d43Mko5jODk7Et_ESsYndQ,Life Alive Organic Cafe Salem,$$,Salem,MA,01970
sj5zUO8vuyiSQE1HLd-oMw,Dube's,$$,Salem,MA,01970
8OEJOPdXTSdvLlqjg9X_Uw,Bella Verona,$$,Salem,MA,01970
mNniAHGi8ywnLQ5VNBnLHw,All Souls Lounge,,Salem,MA,01970
Y5iX1uH14RcEDdHXYETC8g,The Derby,$$,Salem,MA,01970
R1cWYDhDCq5hIxKa8bKTRg,Rockafella's Restaurant,$$,Salem,MA,01970
Qr0MnUz8IKt8_1lKvXz8mw,Gulu Gulu Cafe,$$,Salem,MA,01970
0GEBiXjxVGLJAA-sULAuxQ,The Lobster Shanty,$$,Salem,MA,01970
EDMdszlXpBrP-sY-h4TXGg,Olde Main Street Pub,$$,Salem,MA,01970
DA3Kp6EUIu30hArcA33UbQ,Village Tavern,$$,Salem,MA,01970
bYVkqQFIMWngr86n1xW37Q,Flying Saucer Pizza Company,$$,Salem,MA,01970
oiO6V4iFTrT7jcxsH9INGQ,A & J King Artisan Bakers,$$,Salem,MA,01970
EfYS-pGZi_-I0c8kwLT0kA,Passage To India,$$,Salem,MA,01970
IRgsYIVjSZ0u2nm9gEqy5A,Ray Adea's Mediterranean Kitchen,$,Salem,MA,01970
LcWKb-GgnlfBntUYh1VvGg,The Tin Whistle,$$,Salem,MA,01970
TE2YOhF-yKeOonmwWRNlJQ,Deacon Giles Distillery,$$,Salem,MA,01970
OMF9EFdNGGL14cn7x4nk4g,The Blue Ox,$$$,Lynn,MA,01901
wcLWremQ6mAEQ0rh_QbPSg,Red's Sandwich Shop,$$,Salem,MA,01970
9lfndCYryaRMpc9uOoP9GQ,Nathaniel's,$$,Salem,MA,01970
k1ROSfBsw9DPGwvYeFtr7w,Kokeshi,$$,Salem,MA,01970
zNEYyWLJWEx26TOJkyHsUw,Georgia's Pizza,$,Salem,MA,01970
Ss12fKU0L-fzcpRC0ew70Q,Spitfire Tacos,,Salem,MA,01970
LEPOZidcN4qKr_XiOotTaA,Petrillo's Italian Kitchen,$$,Peabody,MA,01960
nvuD52blQAe8VBaQ-5Uq1w,Salem's Retreat,$$,Salem,MA,01970
9Kgl5VN7_hzTL_-DfWC3EQ,Koto Asian Fusion,$$,Salem,MA,01970
s9-P22uuerSb_qx6WV7pVA,The Ugly Mug Diner,$$,Salem,MA,01970
2VYjdckem5Si1Gy3ubZwzw,Minzu Sushi,$$,Salem,MA,01970
rTPMd1rHG6AUtd_8wSLnHg,9 Elm American Bistro,$$$,Danvers,MA,01923
1x_ugDgc57dAkftUbUXIvA,Dotty & Ray's,$,Salem,MA,01970
tNKeeIF27W1rbGSO0XSKAQ,Boston Burger Company - Salem,$$,Salem,MA,01970
YK9sI9wMV23kY4QHViC2CA,K Restaurant,$$,Peabody,MA,01960
El7ZdJjv3DiazbuMo4JUEQ,Clam Shack,$$,Salem,MA,01970
Lcl3E29jwhK3HUYzvoA_1A,Jolie Tea Company,$$,Salem,MA,01970
8czcEaq4gpR9-Akms_-nSg,Paprika Grill,$,Salem,MA,01970
3zV73u6OGm-zo49rW6Mjqw,Caramel French Patisserie,$$,Salem,MA,01970
U1OKA8MgCF1_O6g2p2xrqA,Maki Sushi Bar & Grill,$$,Peabody,MA,01960
0WmfBO05_7a5l3JJ2ieVog,Jodi Bee Bakes,$$,Salem,MA,01970
bhnKl105GwMVVlsiUnwr2w,Wood Tavern,$$$,Oakland,CA,94618
FI66b4YDj7rDA257iole4Q,Homeroom,$$,Oakland,CA,94609
PGGtbjr8m4V54tWMgqYxmQ,Marica,$$,Oakland,CA,94618
1aQn5XzAk_lVwxn997fphQ,Mua,$$,Oakland,CA,94612
UHFjEP5dVn4wqcjt7ByUog,Cholita Linda,$$,Oakland,CA,94609
UNE7QP_zp7oPnyqZcQkZiw,Marufuku Ramen - Oakland,$$,Oakland,CA,94609
cgImAqtrpVg7hN_6lsFJrQ,Farmhouse Kitchen Thai Cuisine,$$$,Oakland,CA,94607
jToTQStksqPPbcinvUqhlA,Shakewell,$$,Oakland,CA,94610
TIBJgbXNxd7QteXlunpZRg,World Famous Hotboys,$$,Oakland,CA,94612
LHd3X9Of8ymOE5X3_fd0eA,Moo Bong Ri Korean Restaurant,$$,Oakland,CA,94609
1vJLE77VZw0dukHd5bw35A,Daughter Thai Kitchen,$$,Oakland,CA,94611
ES3L73Pwlw64P3CxXNvd4Q,Commis,$$$$,Oakland,CA,94611
L7I_bhmMacR1lcVUuWwuKg,Almond & Oak,$$,Oakland,CA,94610
Jlt5w5ItA8ugiXif2VVQ5g,Champa Garden,$$,Oakland,CA,94606
JsqK99Ka8gIgu1ZtzDupRg,Zachary's Chicago Pizza,$$,Oakland,CA,94618
UpXkkAMbb7LAMh2g7Xwddg,Hopscotch,$$,Oakland,CA,94612
D_yAQ4tHlWp2CJSqFCeW_w,Mama Oakland,$$$,Oakland,CA,94610
FZLtUsoXT3Za0YBtmiZIIA,Limón,$$,Oakland,CA,94612
ACQxcER6RDR2NOLVu0DHEg,Fentons Creamery,$$,Oakland,CA,94611
v7GH_fTmGQGbjB4ignVnqA,Belotti Ristorante E Bottega,$$,Oakland,CA,94618
Vn5E0fDiJxa4f6ZemBJLag,Drake’s Dealership,$$,Oakland,CA,94612
_2HND_uvtxdEWj6jNR_JnA,Perle Wine Bar,$$,Oakland,CA,94611
DceTpSF9RJ9PBvfX-_EImQ,Shandong Restaurant,$$,Oakland,CA,94607
CtBx4yk_QM8ClITgw94TPQ,Burma Superstar,$$,Oakland,CA,94609
SHmkjMmfaQg8YwYYTt70Nw,The Star on Grand,$$,Oakland,CA,94610
TlwsQGf59KenKVsMVdgTjw,FOB Kitchen,$$,Oakland,CA,94609
nntSGu8T4KkPXQc0f5DlRw,Binny’s,$$,Oakland,CA,94607
Q7RiDz9I2PpltrOnnIfDyg,Bardo Lounge & Supper Club,$$$,Oakland,CA,94610
_mFhusiDiacM8w-7Hea5bg,Jong Ga House,$$$,Oakland,CA,94610
6iT-NihtnFnDh8JOYxRvDQ,Belly,$$,Oakland,CA,94612
6MXjFD232pQ38pgY9tY66g,The Wolf,$$$,Oakland,CA,94611
Jiz82V_WXIfZf02AuSSvDA,Chop Bar,$$$,Oakland,CA,94607
xhZ0Wklz1WxATOI1v9Fdxg,Bellanico Restaurant & Wine Bar,$$,Oakland,CA,94602
oQ2M416FwdHc9NRKDeCHng,Portal Oakland,$$,Oakland,CA,94606
nCt_EI28KWN1kfxMB2zh_w,North Light,$$,Oakland,CA,94609
f-m7-hyFzkf0HSEeQ2s-9A,Fog Harbor Fish House,$$,San Francisco,CA,94133
7UjYrhJ6_ggqkfsp-B9iCA,Grand Lake Kitchen - Lake Merritt,$$,Oakland,CA,94610
HJ6uy98uHvvXSiWEuyWvww,Gogi Time,$$$,Oakland,CA,94612
NQVqMCoY-Krhw8DY4UnJKw,Ohgane Korean BBQ,$$$,Oakland,CA,94611
QgTdWRloTW8BlGB8Qol2Vg,Shinmai,$$,Oakland,CA,94612
gmvG10gJ0JDKds84rUgOsQ,Blind Tiger,$$,Oakland,CA,94612
1K0FSXnvCDw6NP6vHGn9Fg,Saucy Oakland,$$,Oakland,CA,94607
4uzxXWe2vrOjuPJqMJJRng,Gum Kuo Restaurant,$$,Oakland,CA,94607
Ei2_J1lhcLLfPS2ZMNW9bw,Vientian Cafe,$$,Oakland,CA,94619
nNk28Wnm9kgPAfqOIFugPQ,Mägo,$$$,Oakland,CA,94611
PGJbyscmFcjFwQdrSDkoJg,Tacos Sinaloa,$,Oakland,CA,94606
3R-jB3DJoMlEjR7RInGE0A,Low Bar,$$,Oakland,CA,94612
kqtcjq0WtFvfCwjNbK25bw,Lake Chalet Seafood Bar & Grill,$$,Oakland,CA,94612
7ioF1I6R1juXHq7YQm2xow,Yimm,$$,Oakland,CA,94618
D2wNghkuR1c9t0teBNEkeA,Shewhat,$$,Oakland,CA,94609
l8GVZvw9fFVGPupJg5DMKA,Eureka! Mountain View,$$,Mountain View,CA,94041
5SFgMsPJc4VjfHpCyCnINg,Doppio Zero,$$,Mountain View,CA,94041
ud9ocsQHI7h3zNO7FdOFYQ,Zareen's,$$,Mountain View,CA,94043
j2rJ3W5c_CZ2tQh2QJ4oUA,Sushi Tomi,$$,Mountain View,CA,94040
lX6DstPH9zxKXgN31VlUdQ,Cucina Venti Restaurant,$$$,Mountain View,CA,94043
K6IdrX5prUvA5iAMCdQfGw,Cascal,$$,Mountain View,CA,94041
OsZ3ikKf22bqsy7NyOfgAA,Caspian Restaurant,$$,Mountain View,CA,94040
V9PhPC0G0vlR43n7oqngHQ,Roger Bar & Restaurant,$$,Mountain View,CA,94043
z3xLIzavS-SedNHE_lR6FA,La Fontaine Restaurant,$$,Mountain View,CA,94041
5Pik34EY1zRXYQGzBV_d8g,Vaso Azzurro Ristorante,$$,Mountain View,CA,94041
AQG8enVJnGepbVow2Jp7SA,Chez TJ,$$$$,Mountain View,CA,94041
ZimdCe2xCAOOZjt1aQAMvg,Chef Chu's,$$,Los Altos,CA,94022
3nL9LfyeWxgVCs4ylBjkbQ,Udon Mugizo Mountain View,$$,Mountain View,CA,94041
zCcGMkDIszN3-ACUxJHhgQ,Sushi Jin,$$$$,Mountain View,CA,94043
Ep2OvqdRFAJaz1-OlhJQtQ,Steins Beer Garden & Restaurant,$$,Mountain View,CA,94041
k-wNY6uyQZMHo9xFu-1bFg,Superhot Hotpot & Korean BBQ,$$$,Mountain View,CA,94041
SkC9q60OAEM_T8k6ECVVgQ,Oren's Hummus,$$,Mountain View,CA,94041
mJXwGg94TNSjKYskw6vUUQ,Wagon Wheel BBQ,$$,Mountain View,CA,94043
rRK_fof4VxtNB6_keG70OA,Gochi - Mountain View,$$$,Mountain View,CA,94040
nriv3Qf50wJtPTot_WNYhQ,Mantra India Mountain View,$$,Mountain View,CA,94041
fC2Q-4z_caKr5NCgr3JFTQ,Ramen Izakaya Yu-Gen,$$,Mountain View,CA,94041
tRiDMqAxeBERRvuyYPZ-aw,DishDash,$$$,Sunnyvale,CA,94086
MGEuV75BBmwb9y4Nk8uUQw,Vive Sol,$$,Mountain View,CA,94040
P1eEPolk9EDGqVn1Jyncww,The Sea by Alexander's Steakhouse,$$$$,Palo Alto,CA,94306
_1-stUG9Bqn5Xuoobvp31Q,Scratch,$$,Mountain View,CA,94041
9_ipMEiACxjhmoxSSWEhrg,QBB - Quality Bourbons and Barbecue,$$$,Mountain View,CA,94041
sGeSJtMIKfluaJPEbL3T_A,Bushido Izakaya Restaurant,$$,Mountain View,CA,94041
F-3Kl3tn80fq8aquXdHxHg,Pho To Chau,$$,Mountain View,CA,94041
gGLhdLd3jN_H92Mp-hLyGQ,Kakaroto Japanese Restaurant,$$,Mountain View,CA,94041
WBfIUFHyt3DOSNWC_kJExg,Maison Alyzee,$$,Mountain View,CA,94041
5Kz0xNdUTS5xuO5UTHMDig,Pacific Catch,$$,Mountain View,CA,94040
Ce5JgEwL7G3HwalAFBcZEQ,Napoletana Pizzeria,$$,Mountain View,CA,94040
wRYzAXNCO_izJK5GTR715A,La Fiesta Restaurant,$$,Mountain View,CA,94041
m43L0yTRZj6KdyPAbQQ89Q,Das Bierhauz,$$,Mountain View,CA,94041
13C2mXn-GyuqlUuADpQWkw,Fu Lam Mum,$$,Mountain View,CA,94041
_1yJBsOdhRtYHl0_QzFHug,Los Altos Grill,$$,Los Altos,CA,94022
cm8oHti0SIPPqR8PcmcSvA,Garden Fresh,$$,Mountain View,CA,94040
nF-dizNkhc12m_8OK8RAhw,Vida Tapas Y Cocteles,,Mountain View,CA,94041
Gqx2aA1Lta2bYqEUBRdRwg,Blue Line Pizza,$$,Mountain View,CA,94041
hNeuCLRdAmA8hNS55PJiNQ,A Slice of New York,$$,Sunnyvale,CA,94087
9aSaDdlOv4L1pDY7JOmClg,Ludwig's Biergarten,$$,Mountain View,CA,94041
UIAJ4R2wJpOt-1fGYVGbqg,Le Petit Bistro,$$$,Mountain View,CA,94040
OFUQHchaV2uqjJmO-EuVlA,Veggie Garden,$$,Mountain View,CA,94040
W8_KFWgJOcS8vV_1SXYjsg,Mizu Sushi Bar & Grill,$$,Mountain View,CA,94040
-CiwsU3TJJ0Jgn_Lux9dgw,Rootstock Wine Bar,,Mountain View,CA,94041
MAZrsjewJ8IZv_kokMn64w,Estrellita Mexican Bistro,$$,Los Altos,CA,94022
nNuDhdlOMitjiB17txExiw,Crepevine Restaurants,$$,Mountain View,CA,94041
iYg867vCqUugvGUXVKnY_Q,Chicken G's,$$,Mountain View,CA,94040
1vMgajRAI3lYwuCeGX58oQ,Evvia Estiatorio,$$$,Palo Alto,CA,94301
ooEPu3TtdSaM-vAC0LAPaw,Shana Thai Restaurant,$$,Mountain View,CA,94043
ggGm83VrQAZS0um1uhiSEw,Original Joe's Westlake,$$,Daly City,CA,94015
hayzif4mzaz9-M6b0TAgKQ,Chibog,$$,Daly City,CA,94015
H0yNa1X5BkrqyzvoIRTYqA,Boulevard Cafe,$$,Daly City,CA,94015
Ue1SRVXR96GmM3Pw6AJnCQ,Burma Cafe,$$,Daly City,CA,94015
EZwHLuyJCLiF0sJ-gyvjrQ,California Fish Grill,$$,Daly City,CA,94015
ojU7d4hPltcSrWGS1zYP7A,Keith's Chicken N Waffles,$$,Daly City,CA,94014
5S_OfDAcLIz8aQ7mIrJsYg,City Kebabs And Gyros,$$,Daly City,CA,94015
kn2iEL0S3UOPkdV4Cdtbyg,Koi Palace,$$,Daly City,CA,94015
GXBykjrwWz936RrAQugEtA,Spicy House,$$,Daly City,CA,94014
0i0GDMrn1hxnbaXU579J8g,Hula Hoops,$$,South San Francisco,CA,94080
M9GxTgVNkKohU8g5TgorgA,El Taconazo,$$,Daly City,CA,94014
bFG1EX7BJZnSYzBKfL3xwg,Seapot,$$$,Daly City,CA,94015
xK1P133qz2ANtykszvGHYg,Fil-Am Cuisine,$,Daly City,CA,94014
1EISJscjVp3jFOjE_1BnOw,Taste of Burma,$$,Daly City,CA,94015
KQzMMqzpxhVtdgSpJPeXyg,Tom San Ramen,$$,Daly City,CA,94015
5PzrfsdClyKipu3La3F20g,Bart Grocery & BBQ,$$,Daly City,CA,94014
5VsmxyMx2tjootiFPbkLPg,Blue Line Pizza,$$,Daly City,CA,94015
X92c4ZGcHnrBMIDjVlXKnQ,Banana Island,$$,Daly City,CA,94015
_1d43w8ys3nefqjhTtUYVQ,Mazra,$$,San Bruno,CA,94066
8Ju63z-Yb5hlp1jn6qxEcw,Supreme Pot,$$,Daly City,CA,94015
ktbHckr43zcX80v-JiFsMw,In-N-Out Burger,$,Daly City,CA,94015
MNdOv__cXaCnUaLCcfC-Fw,Shine Thai Cuisine,$$,Daly City,CA,94015
kKm6pi-NazSJArAyVNH7RA,Noodle Station,$$,Daly City,CA,94014
EF8WoEUdt-qTZ2P-DLYYNQ,New England Lobster Market & Eatery,$$,Burlingame,CA,94010
MtnrSw3pvLJbAQ5-5GPcSA,Simple One Cafe,$$,Daly City,CA,94015
0jvVyNDpHRRlyj1Ls8YpeA,Moguls Supper Club,$$,Daly City,CA,94014
ZDvIMjJ-7I0561ckM4pAeA,Anchor Oyster Bar,$$,San Francisco,CA,94114
UcwbGa3VWldDdJl83jnpng,Taqueria San Bruno,$$,San Bruno,CA,94066
gXY-VdMpB3Fh4WXyulc9kQ,Fresh Elements,$$$,Daly City,CA,94015
j82r6ih8QX_Wi_zYfgyJJA,Tselogs,$$,Daly City,CA,94014
fPYCsVL3s0vM13jJeOWAig,Urban Putt,$$,San Francisco,CA,94110
PevtjqDUcLI_yusrfR9B1Q,Inshallah Mediterranean Cuisine,$,Daly City,CA,94014
WKtGwSIbpCE7g_8QG2slZw,Cafe Colma,$$,Colma,CA,94014
zXtFF0fBQzDph8sTD5l4hw,Los Metates,$,Daly City,CA,94014
wSsuLcdgXat_g69PswYWxw,Ichika Sushi House,$$,Brisbane,CA,94005
LlQq1-DNHX5ql9rwHfYn8w,MOD Pizza,$$,Daly City,CA,94015
Ne9IVmO5KFaevaKEHR-ttg,Jack's Restaurant & Bar,$$,San Bruno,CA,94066
n6L5VIGunR51-D55C-eYeQ,Foreign Cinema,$$$,San Francisco,CA,94110
QaOd6dIYfOYPGBaQvpAtfg,The Dark Horse Inn,$$,San Francisco,CA,94112
TagKynG-OmMT14HcttAJbA,Wong's Cafe,$,Daly City,CA,94014
wEpiKz--Z2b1q_FSCCNiow,Lolinda,$$$,San Francisco,CA,94110
viM34nLEESR4cjFPbafbKw,Pop Kitchen,$$,Daly City,CA,94015
HECB3khkUffaD2zWCngLuw,El Techo,$$,San Francisco,CA,94110
tiK5P9JyK-5udrkrds70RA,Chick & Jajang,$$,Daly City,CA,94015
JF34QHu2bypp_Ro_sp8hjA,Chevys Fresh Mex,$$,South San Francisco,CA,94080
kggMLSbJ08bO93Fa0xCwdw,Simmer Huang Miao Grill,,Daly City,CA,94015
1toCkhuD0b57iFotMu3XEQ,La Ciccia,$$$,San Francisco,CA,94131
4uwaE0ZUetn96x7iqOo4hw,Amoura Restaurant,$$,South San Francisco,CA,94080
kvFI8S8XuE0793DBR0wSbg,San Ho Won,$$$$,San Francisco,CA,94110
