id,name,price,city,state,zip_code,price_numeric
9lfndCYryaRMpc9uOoP9GQ,Nathaniel's,$$,Salem,MA,01970,2.0
k1ROSfBsw9DPGwvYeFtr7w,Kokeshi,$$,Salem,MA,01970,2.0
zNEYyWLJWEx26TOJkyHsUw,Georgia's Pizza,$,Salem,MA,01970,1.0
Ss12fKU0L-fzcpRC0ew70Q,Spitfire Tacos,,Salem,MA,01970,
LEPOZidcN4qKr_XiOotTaA,Petrillo's Italian Kitchen,$$,Peabody,MA,01960,2.0
nvuD52blQAe8VBaQ-5Uq1w,Salem's Retreat,$$,Salem,MA,01970,2.0
9Kgl5VN7_hzTL_-DfWC3EQ,Koto Asian Fusion,$$,Salem,MA,01970,2.0
s9-P22uuerSb_qx6WV7pVA,The Ugly Mug Diner,$$,Salem,MA,01970,2.0
2VYjdckem5Si1Gy3ubZwzw,Minzu Sushi,$$,Salem,MA,01970,2.0
rTPMd1rHG6AUtd_8wSLnHg,9 Elm American Bistro,$$$,Danvers,MA,01923,3.0
1x_ugDgc57dAkftUbUXIvA,Dotty & Ray's,$,Salem,MA,01970,1.0
tNKeeIF27W1rbGSO0XSKAQ,Boston Burger Company - Salem,$$,Salem,MA,01970,2.0
YK9sI9wMV23kY4QHViC2CA,K Restaurant,$$,Peabody,MA,01960,2.0
El7ZdJjv3DiazbuMo4JUEQ,Clam Shack,$$,Salem,MA,01970,2.0
Lcl3E29jwhK3HUYzvoA_1A,Jolie Tea Company,$$,Salem,MA,01970,2.0
8czcEaq4gpR9-Akms_-nSg,Paprika Grill,$,Salem,MA,01970,1.0
3zV73u6OGm-zo49rW6Mjqw,Caramel French Patisserie,$$,Salem,MA,01970,2.0
U1OKA8MgCF1_O6g2p2xrqA,Maki Sushi Bar & Grill,$$,Peabody,MA,01960,2.0
0WmfBO05_7a5l3JJ2ieVog,Jodi Bee Bakes,$$,Salem,MA,01970,2.0
bhnKl105GwMVVlsiUnwr2w,Wood Tavern,$$$,Oakland,CA,94618,3.0
FI66b4YDj7rDA257iole4Q,Homeroom,$$,Oakland,CA,94609,2.0
PGGtbjr8m4V54tWMgqYxmQ,Marica,$$,Oakland,CA,94618,2.0
1aQn5XzAk_lVwxn997fphQ,Mua,$$,Oakland,CA,94612,2.0
UHFjEP5dVn4wqcjt7ByUog,Cholita Linda,$$,Oakland,CA,94609,2.0
UNE7QP_zp7oPnyqZcQkZiw,Marufuku Ramen - Oakland,$$,Oakland,CA,94609,2.0
cgImAqtrpVg7hN_6lsFJrQ,Farmhouse Kitchen Thai Cuisine,$$$,Oakland,CA,94607,3.0
jToTQStksqPPbcinvUqhlA,Shakewell,$$,Oakland,CA,94610,2.0
TIBJgbXNxd7QteXlunpZRg,World Famous Hotboys,$$,Oakland,CA,94612,2.0
LHd3X9Of8ymOE5X3_fd0eA,Moo Bong Ri Korean Restaurant,$$,Oakland,CA,94609,2.0
1vJLE77VZw0dukHd5bw35A,Daughter Thai Kitchen,$$,Oakland,CA,94611,2.0
ES3L73Pwlw64P3CxXNvd4Q,Commis,$$$$,Oakland,CA,94611,4.0
L7I_bhmMacR1lcVUuWwuKg,Almond & Oak,$$,Oakland,CA,94610,2.0
Jlt5w5ItA8ugiXif2VVQ5g,Champa Garden,$$,Oakland,CA,94606,2.0
JsqK99Ka8gIgu1ZtzDupRg,Zachary's Chicago Pizza,$$,Oakland,CA,94618,2.0
UpXkkAMbb7LAMh2g7Xwddg,Hopscotch,$$,Oakland,CA,94612,2.0
D_yAQ4tHlWp2CJSqFCeW_w,Mama Oakland,$$$,Oakland,CA,94610,3.0
FZLtUsoXT3Za0YBtmiZIIA,Limón,$$,Oakland,CA,94612,2.0
ACQxcER6RDR2NOLVu0DHEg,Fentons Creamery,$$,Oakland,CA,94611,2.0
v7GH_fTmGQGbjB4ignVnqA,Belotti Ristorante E Bottega,$$,Oakland,CA,94618,2.0
Vn5E0fDiJxa4f6ZemBJLag,Drake’s Dealership,$$,Oakland,CA,94612,2.0
_2HND_uvtxdEWj6jNR_JnA,Perle Wine Bar,$$,Oakland,CA,94611,2.0
DceTpSF9RJ9PBvfX-_EImQ,Shandong Restaurant,$$,Oakland,CA,94607,2.0
CtBx4yk_QM8ClITgw94TPQ,Burma Superstar,$$,Oakland,CA,94609,2.0
SHmkjMmfaQg8YwYYTt70Nw,The Star on Grand,$$,Oakland,CA,94610,2.0
TlwsQGf59KenKVsMVdgTjw,FOB Kitchen,$$,Oakland,CA,94609,2.0
nntSGu8T4KkPXQc0f5DlRw,Binny’s,$$,Oakland,CA,94607,2.0
Q7RiDz9I2PpltrOnnIfDyg,Bardo Lounge & Supper Club,$$$,Oakland,CA,94610,3.0
_mFhusiDiacM8w-7Hea5bg,Jong Ga House,$$$,Oakland,CA,94610,3.0
6iT-NihtnFnDh8JOYxRvDQ,Belly,$$,Oakland,CA,94612,2.0
6MXjFD232pQ38pgY9tY66g,The Wolf,$$$,Oakland,CA,94611,3.0
Jiz82V_WXIfZf02AuSSvDA,Chop Bar,$$$,Oakland,CA,94607,3.0
xhZ0Wklz1WxATOI1v9Fdxg,Bellanico Restaurant & Wine Bar,$$,Oakland,CA,94602,2.0
oQ2M416FwdHc9NRKDeCHng,Portal Oakland,$$,Oakland,CA,94606,2.0
nCt_EI28KWN1kfxMB2zh_w,North Light,$$,Oakland,CA,94609,2.0
7UjYrhJ6_ggqkfsp-B9iCA,Grand Lake Kitchen - Lake Merritt,$$,Oakland,CA,94610,2.0
HJ6uy98uHvvXSiWEuyWvww,Gogi Time,$$$,Oakland,CA,94612,3.0
NQVqMCoY-Krhw8DY4UnJKw,Ohgane Korean BBQ,$$$,Oakland,CA,94611,3.0
QgTdWRloTW8BlGB8Qol2Vg,Shinmai,$$,Oakland,CA,94612,2.0
gmvG10gJ0JDKds84rUgOsQ,Blind Tiger,$$,Oakland,CA,94612,2.0
1K0FSXnvCDw6NP6vHGn9Fg,Saucy Oakland,$$,Oakland,CA,94607,2.0
4uzxXWe2vrOjuPJqMJJRng,Gum Kuo Restaurant,$$,Oakland,CA,94607,2.0
Ei2_J1lhcLLfPS2ZMNW9bw,Vientian Cafe,$$,Oakland,CA,94619,2.0
nNk28Wnm9kgPAfqOIFugPQ,Mägo,$$$,Oakland,CA,94611,3.0
PGJbyscmFcjFwQdrSDkoJg,Tacos Sinaloa,$,Oakland,CA,94606,1.0
3R-jB3DJoMlEjR7RInGE0A,Low Bar,$$,Oakland,CA,94612,2.0
kqtcjq0WtFvfCwjNbK25bw,Lake Chalet Seafood Bar & Grill,$$,Oakland,CA,94612,2.0
7ioF1I6R1juXHq7YQm2xow,Yimm,$$,Oakland,CA,94618,2.0
D2wNghkuR1c9t0teBNEkeA,Shewhat,$$,Oakland,CA,94609,2.0
l8GVZvw9fFVGPupJg5DMKA,Eureka! Mountain View,$$,Mountain View,CA,94041,2.0
5SFgMsPJc4VjfHpCyCnINg,Doppio Zero,$$,Mountain View,CA,94041,2.0
ud9ocsQHI7h3zNO7FdOFYQ,Zareen's,$$,Mountain View,CA,94043,2.0
j2rJ3W5c_CZ2tQh2QJ4oUA,Sushi Tomi,$$,Mountain View,CA,94040,2.0
lX6DstPH9zxKXgN31VlUdQ,Cucina Venti Restaurant,$$$,Mountain View,CA,94043,3.0
K6IdrX5prUvA5iAMCdQfGw,Cascal,$$,Mountain View,CA,94041,2.0
OsZ3ikKf22bqsy7NyOfgAA,Caspian Restaurant,$$,Mountain View,CA,94040,2.0
V9PhPC0G0vlR43n7oqngHQ,Roger Bar & Restaurant,$$,Mountain View,CA,94043,2.0
z3xLIzavS-SedNHE_lR6FA,La Fontaine Restaurant,$$,Mountain View,CA,94041,2.0
5Pik34EY1zRXYQGzBV_d8g,Vaso Azzurro Ristorante,$$,Mountain View,CA,94041,2.0
AQG8enVJnGepbVow2Jp7SA,Chez TJ,$$$$,Mountain View,CA,94041,4.0
ZimdCe2xCAOOZjt1aQAMvg,Chef Chu's,$$,Los Altos,CA,94022,2.0
3nL9LfyeWxgVCs4ylBjkbQ,Udon Mugizo Mountain View,$$,Mountain View,CA,94041,2.0
zCcGMkDIszN3-ACUxJHhgQ,Sushi Jin,$$$$,Mountain View,CA,94043,4.0
Ep2OvqdRFAJaz1-OlhJQtQ,Steins Beer Garden & Restaurant,$$,Mountain View,CA,94041,2.0
k-wNY6uyQZMHo9xFu-1bFg,Superhot Hotpot & Korean BBQ,$$$,Mountain View,CA,94041,3.0
SkC9q60OAEM_T8k6ECVVgQ,Oren's Hummus,$$,Mountain View,CA,94041,2.0
mJXwGg94TNSjKYskw6vUUQ,Wagon Wheel BBQ,$$,Mountain View,CA,94043,2.0
rRK_fof4VxtNB6_keG70OA,Gochi - Mountain View,$$$,Mountain View,CA,94040,3.0
nriv3Qf50wJtPTot_WNYhQ,Mantra India Mountain View,$$,Mountain View,CA,94041,2.0
fC2Q-4z_caKr5NCgr3JFTQ,Ramen Izakaya Yu-Gen,$$,Mountain View,CA,94041,2.0
tRiDMqAxeBERRvuyYPZ-aw,DishDash,$$$,Sunnyvale,CA,94086,3.0
MGEuV75BBmwb9y4Nk8uUQw,Vive Sol,$$,Mountain View,CA,94040,2.0
P1eEPolk9EDGqVn1Jyncww,The Sea by Alexander's Steakhouse,$$$$,Palo Alto,CA,94306,4.0
_1-stUG9Bqn5Xuoobvp31Q,Scratch,$$,Mountain View,CA,94041,2.0
9_ipMEiACxjhmoxSSWEhrg,QBB - Quality Bourbons and Barbecue,$$$,Mountain View,CA,94041,3.0
sGeSJtMIKfluaJPEbL3T_A,Bushido Izakaya Restaurant,$$,Mountain View,CA,94041,2.0
F-3Kl3tn80fq8aquXdHxHg,Pho To Chau,$$,Mountain View,CA,94041,2.0
gGLhdLd3jN_H92Mp-hLyGQ,Kakaroto Japanese Restaurant,$$,Mountain View,CA,94041,2.0
WBfIUFHyt3DOSNWC_kJExg,Maison Alyzee,$$,Mountain View,CA,94041,2.0
5Kz0xNdUTS5xuO5UTHMDig,Pacific Catch,$$,Mountain View,CA,94040,2.0
Ce5JgEwL7G3HwalAFBcZEQ,Napoletana Pizzeria,$$,Mountain View,CA,94040,2.0
wRYzAXNCO_izJK5GTR715A,La Fiesta Restaurant,$$,Mountain View,CA,94041,2.0
m43L0yTRZj6KdyPAbQQ89Q,Das Bierhauz,$$,Mountain View,CA,94041,2.0
13C2mXn-GyuqlUuADpQWkw,Fu Lam Mum,$$,Mountain View,CA,94041,2.0
_1yJBsOdhRtYHl0_QzFHug,Los Altos Grill,$$,Los Altos,CA,94022,2.0
cm8oHti0SIPPqR8PcmcSvA,Garden Fresh,$$,Mountain View,CA,94040,2.0
nF-dizNkhc12m_8OK8RAhw,Vida Tapas Y Cocteles,,Mountain View,CA,94041,
Gqx2aA1Lta2bYqEUBRdRwg,Blue Line Pizza,$$,Mountain View,CA,94041,2.0
hNeuCLRdAmA8hNS55PJiNQ,A Slice of New York,$$,Sunnyvale,CA,94087,2.0
9aSaDdlOv4L1pDY7JOmClg,Ludwig's Biergarten,$$,Mountain View,CA,94041,2.0
UIAJ4R2wJpOt-1fGYVGbqg,Le Petit Bistro,$$$,Mountain View,CA,94040,3.0
OFUQHchaV2uqjJmO-EuVlA,Veggie Garden,$$,Mountain View,CA,94040,2.0
W8_KFWgJOcS8vV_1SXYjsg,Mizu Sushi Bar & Grill,$$,Mountain View,CA,94040,2.0
-CiwsU3TJJ0Jgn_Lux9dgw,Rootstock Wine Bar,,Mountain View,CA,94041,
MAZrsjewJ8IZv_kokMn64w,Estrellita Mexican Bistro,$$,Los Altos,CA,94022,2.0
nNuDhdlOMitjiB17txExiw,Crepevine Restaurants,$$,Mountain View,CA,94041,2.0
iYg867vCqUugvGUXVKnY_Q,Chicken G's,$$,Mountain View,CA,94040,2.0
1vMgajRAI3lYwuCeGX58oQ,Evvia Estiatorio,$$$,Palo Alto,CA,94301,3.0
ooEPu3TtdSaM-vAC0LAPaw,Shana Thai Restaurant,$$,Mountain View,CA,94043,2.0
ggGm83VrQAZS0um1uhiSEw,Original Joe's Westlake,$$,Daly City,CA,94015,2.0
hayzif4mzaz9-M6b0TAgKQ,Chibog,$$,Daly City,CA,94015,2.0
H0yNa1X5BkrqyzvoIRTYqA,Boulevard Cafe,$$,Daly City,CA,94015,2.0
Ue1SRVXR96GmM3Pw6AJnCQ,Burma Cafe,$$,Daly City,CA,94015,2.0
EZwHLuyJCLiF0sJ-gyvjrQ,California Fish Grill,$$,Daly City,CA,94015,2.0
ojU7d4hPltcSrWGS1zYP7A,Keith's Chicken N Waffles,$$,Daly City,CA,94014,2.0
5S_OfDAcLIz8aQ7mIrJsYg,City Kebabs And Gyros,$$,Daly City,CA,94015,2.0
kn2iEL0S3UOPkdV4Cdtbyg,Koi Palace,$$,Daly City,CA,94015,2.0
GXBykjrwWz936RrAQugEtA,Spicy House,$$,Daly City,CA,94014,2.0
0i0GDMrn1hxnbaXU579J8g,Hula Hoops,$$,South San Francisco,CA,94080,2.0
M9GxTgVNkKohU8g5TgorgA,El Taconazo,$$,Daly City,CA,94014,2.0
bFG1EX7BJZnSYzBKfL3xwg,Seapot,$$$,Daly City,CA,94015,3.0
xK1P133qz2ANtykszvGHYg,Fil-Am Cuisine,$,Daly City,CA,94014,1.0
1EISJscjVp3jFOjE_1BnOw,Taste of Burma,$$,Daly City,CA,94015,2.0
KQzMMqzpxhVtdgSpJPeXyg,Tom San Ramen,$$,Daly City,CA,94015,2.0
5PzrfsdClyKipu3La3F20g,Bart Grocery & BBQ,$$,Daly City,CA,94014,2.0
5VsmxyMx2tjootiFPbkLPg,Blue Line Pizza,$$,Daly City,CA,94015,2.0
X92c4ZGcHnrBMIDjVlXKnQ,Banana Island,$$,Daly City,CA,94015,2.0
_1d43w8ys3nefqjhTtUYVQ,Mazra,$$,San Bruno,CA,94066,2.0
8Ju63z-Yb5hlp1jn6qxEcw,Supreme Pot,$$,Daly City,CA,94015,2.0
ktbHckr43zcX80v-JiFsMw,In-N-Out Burger,$,Daly City,CA,94015,1.0
MNdOv__cXaCnUaLCcfC-Fw,Shine Thai Cuisine,$$,Daly City,CA,94015,2.0
kKm6pi-NazSJArAyVNH7RA,Noodle Station,$$,Daly City,CA,94014,2.0
EF8WoEUdt-qTZ2P-DLYYNQ,New England Lobster Market & Eatery,$$,Burlingame,CA,94010,2.0
MtnrSw3pvLJbAQ5-5GPcSA,Simple One Cafe,$$,Daly City,CA,94015,2.0
0jvVyNDpHRRlyj1Ls8YpeA,Moguls Supper Club,$$,Daly City,CA,94014,2.0
UcwbGa3VWldDdJl83jnpng,Taqueria San Bruno,$$,San Bruno,CA,94066,2.0
